asin,title,url,manufacturer,price,price_strikethrough,coupon_discount,rating,reviews_count,sales_volume,pos,best_seller,is_prime,is_sponsored,currency,coupon_discount_type,not_available,shipping_information,search_keyword,amazon_domain,size_value,size_unit,price_per_100unit_final
B09HGMKHGG,"Geek & Gorgeous A-Game 10 Serum Antiedad con 0,1% Retinal - Cuidado Facial para Piel Madura y Cansada, Adecuado para Todo Tipo de Piel, 30 ml",/Altruist-Geek-Gorgeous-101-Game/dp/B09HGMKHGG/ref=sr_1_90?dib=eyJ2IjoiMSJ9.YZ7IUryPKReuE0zf-9OTqrK6_oEZSTCOz_e-oqIKitb3IqFfemUEbLKsAi0nD5ye0lnJB1qhlHa4Q79zp0lrMXaEIoUhXQJ13T8H0dDjTLFK1DKd6gze6xIToRlxzZpz9lbYYjAypa3egJwEXxKuVDoNtv9ZoI3ut56ZN2PMnHr1DDVIYHD6aaZF0g1mo-Bu13shOujfhHkWX7wm68lchm8mamEao5wR3pr5n0MUNsepFGM6h3HlmHegx0wq5t1CM-WSUkHiVYWjfd75tpMzOuERRXH0cVsVP2i_TrVF4ic.HhIcKsaM71SHW4qdVdrIMxRjLPZlwEH9bpW4Rl7nEsU&dib_tag=se&keywords=face+serum&qid=1759403478&sr=8-90,,21.91,,,4.3,813,200.0,42,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,30.0,ml,73.03
B0DSW3GHNQ,"12% Azelaic Acid Face Serum, Anti Acne Crema Antiacné y Suero Facial, Night Cream face Moisturiser with Niacinamide & Vitamin C Removes Acne, Redness Brightening Face Skin Care (20g)",/Azelaic-Antiacné-Moisturiser-Niacinamide-Brightening/dp/B0DSW3GHNQ/ref=sr_1_91?dib=eyJ2IjoiMSJ9.YZ7IUryPKReuE0zf-9OTqrK6_oEZSTCOz_e-oqIKitb3IqFfemUEbLKsAi0nD5ye0lnJB1qhlHa4Q79zp0lrMXaEIoUhXQJ13T8H0dDjTLFK1DKd6gze6xIToRlxzZpz9lbYYjAypa3egJwEXxKuVDoNtv9ZoI3ut56ZN2PMnHr1DDVIYHD6aaZF0g1mo-Bu13shOujfhHkWX7wm68lchm8mamEao5wR3pr5n0MUNsepFGM6h3HlmHegx0wq5t1CM-WSUkHiVYWjfd75tpMzOuERRXH0cVsVP2i_TrVF4ic.HhIcKsaM71SHW4qdVdrIMxRjLPZlwEH9bpW4Rl7nEsU&dib_tag=se&keywords=face+serum&qid=1759403478&sr=8-91,,5.99,6.99,,3.2,7,,43,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,20.0,g,29.95
B0CPY3Y418,VT COSMETICS Reedle Shot 50 (50 ml),/VT-COSMETICS-Advanced-Exosome-microagujas/dp/B0CPY3Y418/ref=sr_1_92?dib=eyJ2IjoiMSJ9.YZ7IUryPKReuE0zf-9OTqrK6_oEZSTCOz_e-oqIKitb3IqFfemUEbLKsAi0nD5ye0lnJB1qhlHa4Q79zp0lrMXaEIoUhXQJ13T8H0dDjTLFK1DKd6gze6xIToRlxzZpz9lbYYjAypa3egJwEXxKuVDoNtv9ZoI3ut56ZN2PMnHr1DDVIYHD6aaZF0g1mo-Bu13shOujfhHkWX7wm68lchm8mamEao5wR3pr5n0MUNsepFGM6h3HlmHegx0wq5t1CM-WSUkHiVYWjfd75tpMzOuERRXH0cVsVP2i_TrVF4ic.HhIcKsaM71SHW4qdVdrIMxRjLPZlwEH9bpW4Rl7nEsU&dib_tag=se&keywords=face+serum&qid=1759403478&sr=8-92,,16.07,,,4.4,313,,44,False,False,False,EUR,,,"Entrega GRATIS el mar, 7 de oct en tu primer pedido",face serum,es,50.0,ml,32.14
B07Y469VXX,"Vitamin C Complex Face Serum - 1 oz, Facial Serum with 22% Vitamin C Complex Plus Hyaluronic Acid & Vitamin E",/Vitamin-Complex-Face-Serum-Hyaluronic/dp/B07Y469VXX/ref=sr_1_93?dib=eyJ2IjoiMSJ9.YZ7IUryPKReuE0zf-9OTqrK6_oEZSTCOz_e-oqIKitb3IqFfemUEbLKsAi0nD5ye0lnJB1qhlHa4Q79zp0lrMXaEIoUhXQJ13T8H0dDjTLFK1DKd6gze6xIToRlxzZpz9lbYYjAypa3egJwEXxKuVDoNtv9ZoI3ut56ZN2PMnHr1DDVIYHD6aaZF0g1mo-Bu13shOujfhHkWX7wm68lchm8mamEao5wR3pr5n0MUNsepFGM6h3HlmHegx0wq5t1CM-WSUkHiVYWjfd75tpMzOuERRXH0cVsVP2i_TrVF4ic.HhIcKsaM71SHW4qdVdrIMxRjLPZlwEH9bpW4Rl7nEsU&dib_tag=se&keywords=face+serum&qid=1759403478&sr=8-93,,46.99,,,4.6,6969,,45,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct Entrega más rápida el sáb, 4 de oct",face serum,es,29.5735,ml,158.89
B0DNMJDMTW,"Arencia Overnight Red Smoothie Face Mask Serum, Glowing & Soothing with 30% red collagen, Niacinamida, Péptido, Vitamin E",/Overnight-Smoothie-Soothing-collagen-Niacinamida/dp/B0DNMJDMTW/ref=sr_1_94?dib=eyJ2IjoiMSJ9.YZ7IUryPKReuE0zf-9OTqrK6_oEZSTCOz_e-oqIKitb3IqFfemUEbLKsAi0nD5ye0lnJB1qhlHa4Q79zp0lrMXaEIoUhXQJ13T8H0dDjTLFK1DKd6gze6xIToRlxzZpz9lbYYjAypa3egJwEXxKuVDoNtv9ZoI3ut56ZN2PMnHr1DDVIYHD6aaZF0g1mo-Bu13shOujfhHkWX7wm68lchm8mamEao5wR3pr5n0MUNsepFGM6h3HlmHegx0wq5t1CM-WSUkHiVYWjfd75tpMzOuERRXH0cVsVP2i_TrVF4ic.HhIcKsaM71SHW4qdVdrIMxRjLPZlwEH9bpW4Rl7nEsU&dib_tag=se&keywords=face+serum&qid=1759403478&sr=8-94,,28.49,38.2,,4.4,351,,46,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,,,
B0FJRWKWJB,"Shot Tightening Booster,Retinol Shot Tightening Serums,Anti Aging & Anti Wrinkle Serum,Retinol Serum for Face Moisturiser,Fade Fine Lines and Tighten Skin for All Skin Types, 15ml (1)",/Retinal-Tightening-Booster-Retinol-Moisturiser/dp/B0FJRWKWJB/ref=sr_1_95?dib=eyJ2IjoiMSJ9.YZ7IUryPKReuE0zf-9OTqrK6_oEZSTCOz_e-oqIKitb3IqFfemUEbLKsAi0nD5ye0lnJB1qhlHa4Q79zp0lrMXaEIoUhXQJ13T8H0dDjTLFK1DKd6gze6xIToRlxzZpz9lbYYjAypa3egJwEXxKuVDoNtv9ZoI3ut56ZN2PMnHr1DDVIYHD6aaZF0g1mo-Bu13shOujfhHkWX7wm68lchm8mamEao5wR3pr5n0MUNsepFGM6h3HlmHegx0wq5t1CM-WSUkHiVYWjfd75tpMzOuERRXH0cVsVP2i_TrVF4ic.HhIcKsaM71SHW4qdVdrIMxRjLPZlwEH9bpW4Rl7nEsU&dib_tag=se&keywords=face+serum&qid=1759403478&sr=8-95,,8.95,,,5.0,1,,47,False,False,False,EUR,,,Entrega GRATIS entre el 16 - 24 de oct en tu primer pedido,face serum,es,15.0,ml,59.67
B0DNSMNF5F,"Eazerom 08 Glutathion Whitening Serum, 30ml Anti Aging Face Serum,Moisturizing Skin Brightener Serum,Glutathione White Serum Facial Dark Spots Remover,Skin Lightening Serum,Face Moisturizer",/Eazerom-Glutathion-Moisturizing-Glutathione-Moisturizer/dp/B0DNSMNF5F/ref=sr_1_96?dib=eyJ2IjoiMSJ9.YZ7IUryPKReuE0zf-9OTqrK6_oEZSTCOz_e-oqIKitb3IqFfemUEbLKsAi0nD5ye0lnJB1qhlHa4Q79zp0lrMXaEIoUhXQJ13T8H0dDjTLFK1DKd6gze6xIToRlxzZpz9lbYYjAypa3egJwEXxKuVDoNtv9ZoI3ut56ZN2PMnHr1DDVIYHD6aaZF0g1mo-Bu13shOujfhHkWX7wm68lchm8mamEao5wR3pr5n0MUNsepFGM6h3HlmHegx0wq5t1CM-WSUkHiVYWjfd75tpMzOuERRXH0cVsVP2i_TrVF4ic.HhIcKsaM71SHW4qdVdrIMxRjLPZlwEH9bpW4Rl7nEsU&dib_tag=se&keywords=face+serum&qid=1759403478&sr=8-96,,9.99,11.99,,5.0,2,,48,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,30.0,ml,33.3
B09NT2SQVX,Nature Spell 5% Niacinamida + 1% Zinc – Niacinamida Magic Face Serum 30ml,/Nature-Spell-5-Niacinamida-Zinc/dp/B09NT2SQVX/ref=sr_1_97?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-97,,8.99,10.72,,4.3,88,,1,False,False,False,EUR,,,"Entrega por 4,49 € el mar, 7 de oct",face serum,es,30.0,ml,29.97
B0F2H9Q6Y7,"Serum 3% Hyaluronic, Ultra Hydrating Serum 3% 4D Hyaluronic Acid Smoother, Hyaluronic Acid Tubes, Anti-Aging serum for face Single-Use Vials Skincare for Dry&Sensitive skin(1.2 ml)*30",/Hyaluronic-Hydrating-Anti-Aging-Single-Use-Sensitive/dp/B0F2H9Q6Y7/ref=sr_1_98?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-98,,15.19,15.99,,4.7,94,,2,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,1.2,ml,1265.83
B0B19C712L,"Multi-Vitamin Serum for face, Anti-aging Facial serum for Wrinkles & Fine lines, Dark spot treatment, Suitable for sensitive skin | Korean skin care",/Multi-Vitamin-Anti-aging-Wrinkles-treatment-sensitive/dp/B0B19C712L/ref=sr_1_99?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-99,,12.99,,,3.9,37,,3,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,,,
B0F17Y3QK5,"Dark Spot Correcting Glow Serum+Microneedling Facial, Serum Niacinamida, Niacinamida 10% + Txa 4%, 1064 Microneedling, Micro Infusion System for Face, Reduce las Líneas Finas y Reafirma la Piel",/Correcting-Microneedling-Niacinamida-Infusion-Reafirma/dp/B0F17Y3QK5/ref=sr_1_100?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-100,,9.99,,,3.7,57,,4,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,,,
B0CSSWDL6L,"PURITO Centella Serum, Korean Centella, for All Skin Types, Ampoule, Soothing, Calming, Facial Serum for face, Vegan & Cruelty-Free, Korean Skin Care, 60ml 2fl.oz",/PURITO-Centella-Ampoule-Soothing-Cruelty-Free/dp/B0CSSWDL6L/ref=sr_1_101?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-101,,20.0,,,4.5,212,,5,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,60.0,ml,33.33
B07N7H6DRG,Dr.Rashel Vitamina C Brightening & Anti-Aging Face Sérum Facial Glow-Hyaluronic Acid Fresco Aspecto Fresco 50 ml Sérum Facial,/Dr-Rashel-Vitamina-Brightening-Anti-Aging-Glow-Hyaluronic/dp/B07N7H6DRG/ref=sr_1_102?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-102,,22.0,,,4.2,874,,6,False,False,False,EUR,,,"Entrega GRATIS el mar, 7 de oct en tu primer pedido",face serum,es,50.0,ml,44.0
B0CC9694ZF,Erborian - Terapia de Piel - Aceite de Noche multi-perfeccionador - Aceite sérum ultra-concentrado - Reduce los signos de fatiga - Todo tipo de pieles - Cuidado cosmético coreano - 10 ml,/Erborian-Terapia-multi-perfeccionador-ultra-concentrado-cosmético/dp/B0CC9694ZF/ref=sr_1_103?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-103,,25.5,,,4.4,748,50.0,7,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,10.0,ml,255.0
B0BNVKKF8B,"NIVEA Q10 Expert Sérum Antiarrugas Tratamiento Concentrado (15 ml) - Sérum Reafirmante, Reduce Arrugas y Líneas de Expresión, Efecto Rellenador - Piel Seca, Mixta - 15 ml",/NIVEA-Antiarrugas-Tratamiento-Concentrado-visiblemente/dp/B0BNVKKF8B/ref=sr_1_104?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-104,,12.98,,2.65,4.2,709,100.0,8,False,False,False,EUR,nominal,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,15.0,ml,86.53
B0D4TYN1DF,"PURITO Deep Sea Serum, Lightweight, Hydrating, for All Skin Types, Ampoule, Facial Serum for face, Vegan & Cruelty-Free, Korean Skin Care, 60ml 2.02fl.oz",/PURITO-Lightweight-Hydrating-Cruelty-Free-2-02fl-oz/dp/B0D4TYN1DF/ref=sr_1_105?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-105,,16.99,,,4.3,195,,9,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,60.0,ml,28.32
B0F2NXH6BZ,"KIKO Milano Kind by KIKO Milky Hydra Face Serum, Sérum Hidratante De Acabado Luminoso Para El Rostro",/Milano-Hidratante-Acabado-Luminoso-Rostro/dp/B0F2NXH6BZ/ref=sr_1_106?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-106,,19.95,,,4.5,4,,10,False,False,False,EUR,,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,,,
B0CZ15JNP6,"PLANTIFIQUE Serum Facial Coreano para Masaje Gua Sha con Aceite Jojoba, Acido Hialuronico, Niacinamida, Colágeno, Vitamina C - Serum Hidratante, Antiedad, Antiarrugas, 30 ml",/PLANTIFIQUE-Hialuronico-Niacinamida-Hidratante-Antiarrugas/dp/B0CZ15JNP6/ref=sr_1_107?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-107,,19.95,,10.0,4.3,576,,11,False,False,False,EUR,percentage,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,30.0,ml,66.5
B09NM9TFF2,"CeraVe Resurfacing RETINOL Serum For Face with niacinamide. Helps even skin tone, skin smoothness, post-acne marks & pore minimizer. Gentle, Fragrance-free, non-comedogenic, sensitive skin, 30ML",/CeraVe-Resurfacing-niacinamide-Fragrance-free-non-comedogenic/dp/B09NM9TFF2/ref=sr_1_108?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-108,,22.5,,,4.5,4702,50.0,12,False,False,False,EUR,,,"Entrega GRATIS mañana, 3 de oct",face serum,es,30.0,ml,75.0
B0BLLSPV98,Retinol puro para la cara • 100 ml • ORGÁNICO Vegano • Retinol Serum • Para una piel radiante y clara sin granos • +Vitamina C +Hialurón • Retinol Puro • Cosmética natural y sostenible • de Alemania,/ORGÁNICO-radiante-Vitamina-Cosmética-sostenible/dp/B0BLLSPV98/ref=sr_1_109?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&rdc=1&sr=8-109,,22.9,24.9,8.0,4.5,2917,700.0,13,False,False,False,EUR,percentage,,"Entrega GRATIS el dom, 5 de oct en tu primer pedido Entrega más rápida mañana, 3 de oct",face serum,es,100.0,ml,22.9
B0BQ3XSSXX,"30 ml. Florence Bio Serum con Vitamina C, Vitamina E y Ácido Hialurónico de Bajo y Medio Peso Molecular. Antiarrugas, Antimanchas, Orgánico, Vegano y Antiedad, Made in Italy",/Florence-Hialurónico-Molecular-Antiarrugas-Antimanchas/dp/B0BQ3XSSXX/ref=sr_1_110?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-110,,8.99,10.99,,4.4,532,50.0,14,False,False,False,EUR,,,"Entrega GRATIS el vie, 10 de oct en tu primer pedido Entrega más rápida el jue, 9 de oct",face serum,es,30.0,ml,29.97
B09JPCZQDN,"numbuzin N.°4 Sérum | Sérum Pudding Colágeno 73% | Líneas finas, arrugas, pérdida de firmeza | Colágeno de bajo peso molecular, ácido hialurónico, niacinamida | 50 ml",/numbuzin-Colágeno-Suero-Antiedad-Multi-hialurónico/dp/B09JPCZQDN/ref=sr_1_111?dib=eyJ2IjoiMSJ9.ApjCma8Ba-fuAKpRLutXeWRzXBAqTqz7XMBXJ1v3-6mHCmW8yNiK6gC632kLH6TdJ0eSVGzZSAfAFBB32GNDN9KOtOlWcoEK9R-_-FmohXA6KgoIUB8wCegNdbXCad9Y9BVlPfnOo3h7rwM0XjES5w8759cXI3t-eAXWoXNklPOROkswTkRHgLUwnecis8HY_izZoR_m41O7_TLokJOrjeP_HhnTHcvd1LqneCrer7I2ht39My2IATOTR6gWlFARb48R2MaeZAIKAUPzW-1yUwJBAA67exGVMEwThGd95l0.o0YR3xYnRLCH3LxL0Mxbc9QNBHd1_Q0H3-Q6_ovjZj0&dib_tag=se&keywords=face+serum&qid=1759403479&sr=8-111,,20.0,20.65,,4.4,1068,,15,False,False,False,EUR,,,"Entrega GRATIS el vie, 10 de oct en tu primer pedido Entrega más rápida el jue, 9 de oct",face serum,es,50.0,ml,40.0
